1,8.27E+17, Tue Jan 31 22:10:36 +0000 2017,1.49E+12, thefive should post a warning when juan is on so viewers have time you pop a xanax,  xanax,14385689, chasin_dwight, mother  grandmother  love new orleans saints football      lsu tigers.   registered independent,0,0,543, Louisiana: USA, None
723,8.43E+17, Fri Mar 17 02:51:39 +0000 2017,1.49E+12, withdrawal from this shit aint no joke... i had it and it aint fun  stop doing xanax 2017 ,  xanax,3017847889, AnO_Jukebox, alphanomega gaming. the unseen.,0,0,175, West Blue, None
727,8.43E+17, Fri Mar 17 03:02:40 +0000 2017,1.49E+12, please leave xanax alone.,  xanax,1104212485, skrrrtangle, little hell. business inquires  skrrrtangle@gmail.com imgonnachangetheweather,0,0,108, Riverside: FL, None
735,8.43E+17, Fri Mar 17 03:19:24 +0000 2017,1.49E+12, @spicydemocrat thats encouraging. i thought my xanax had just ran out in november. i havent missed one yet ,  xanax,3219761382, frosty8556, native of nashville  tn. hate the name trump  big fan of stephen king  pittsburgh steelers   john grisham. like dogs. changing tn. politics  voters up ,0,0,4660, Nashville: TN, None
757,8.43E+17, Fri Mar 17 04:18:16 +0000 2017,1.49E+12, bitch im off 12 xanax i cant text you back,  xanax,1330928000, B_trann, fan account,0,0,361, 206-360 , None
760,8.43E+17, Fri Mar 17 04:24:45 +0000 2017,1.49E+12, youre the reason why i take xanax,  xanax,7.96E+17, kaileyyjane, philosopher reppin for lucifer,0,0,339,312.39, None
764,8.43E+17, Fri Mar 17 04:35:00 +0000 2017,1.49E+12, three xanax bars thats a mind eraserrr,  xanax,2778654805, kj_kurr, yolos still the motto  sc @ kerijeanbeann  ii.xix.mmxvii  viii.vii.mmxiii ,0,0,214, Lost in thought, None
816,8.43E+17, Fri Mar 17 07:01:47 +0000 2017,1.49E+12, kia has already passed out and hes like  is she passed out from alcohol or xanax me come again  alcohol or xanax me alcohol ,  xanax,328797055, _NoCommitment, no church  no play   green bay formerviper catch flies with honey not vinegar. futuresoldier wherevertheservicewantsme 3030 dysonsarethemove htx ,0,0,1066, None, None
827,8.43E+17, Fri Mar 17 08:00:22 +0000 2017,1.49E+12, i need a fat xanax,  xanax,4515588075, tahjachanel420, bitchy  uninterested,0,0,241, None, None
835,8.43E+17, Fri Mar 17 09:11:40 +0000 2017,1.49E+12, down five xanax and i pray i wake up and forget,  xanax,319432247, bruciebadazzzz, the next motherfucker i see talking sweet about lil bruce im fucking beating they ass futurehive,0,0,1204,336, None
843,8.43E+17, Fri Mar 17 09:47:00 +0000 2017,1.49E+12, pressed xanax  not generic ,  xanax,7.72E+17, slumpdyboi, only got my eyes on that money,0,0,249, Fontana: CA, None
857,8.43E+17, Fri Mar 17 12:29:35 +0000 2017,1.49E+12, @asiancrackbaby xanax isnt vegan,  xanax,384546627, goawaydad, none,0,0,266, they/her, None
865,8.43E+17, Fri Mar 17 12:57:54 +0000 2017,1.49E+12, 56 xanax aint cool.. but 57 are,  xanax,3941506517, guccighostgirl, mooooove bitch get out the way,0,0,343, None, None
867,8.43E+17, Fri Mar 17 12:58:37 +0000 2017,1.49E+12, pop a xanax as we discuss how fafsa tool shutdown symbolizes the sadness ed experts feel for frustrated families ,  xanax,3064266124, crushpod, im davin sweeney  a college admissions counselor  and this is a podcast where i interview people with unique takes on the college and college admissions world.,0,0,429, Harlem: New York, None
872,8.43E+17, Fri Mar 17 13:25:40 +0000 2017,1.49E+12, hopefully this xanax will calm me down faster so i can finally get some sleep. i barely want to be alive right now.,  xanax,35982794, kafffrin, 26. pisces suncapricorn mooncancer rising. thick thighs and brown eyes. empath. nobodys baby. ,0,0,439, äÖ_äÖ_äÖ_, None
873,8.43E+17, Fri Mar 17 13:30:02 +0000 2017,1.49E+12, i used to go to lunch w this girl i used to sell xanax to whos job was beside mine .. i used to pay for that shit .. wasnt even into her,  xanax,455792180, CHRISxJETSFOO, none,0,0,1013, None, None
874,8.43E+17, Fri Mar 17 13:31:39 +0000 2017,1.49E+12, this mess is appalling and exhausting and frightening and my xanax rx is getting mailed to 45 the shit.  ,  xanax,22001536, christineyhsd, a little political  lean so far left i should fall over. theresistance  music peace @roscoepch  my buddy ,0,0,8272, Inglis: FL  , None
879,8.43E+17, Fri Mar 17 13:39:31 +0000 2017,1.49E+12, @juuglikejaas you on 12 xanax,  xanax,3837711809, ERIGUCCI, yo momma pussy stank,0,0,602, None, None
882,8.43E+17, Fri Mar 17 13:48:06 +0000 2017,1.49E+12, oh god. screamingcrying toddler. someone bring me a xanax  i cant.,  xanax,2327617418, Heatherina159, dreamer  sister  aunt  niece. coffee addicted wine lover. writer for all things the 100 on ,0,0,383, None, None
886,8.43E+17, Fri Mar 17 14:04:44 +0000 2017,1.49E+12, imma off da xanax i prolly might creep on a op ,  xanax,4842822106, SelfmadeShawn_, trustnobody,0,0,3467, Kentland :MD, None
908,8.43E+17, Fri Mar 17 15:21:59 +0000 2017,1.49E+12, painkillers   xanax or valium a deadly mix,  xanax,779093905, kentpg, us army veteran. christian. patriot. constitutional conservative. proud to be an american. live free or die,0,0,14328, Florida, None
927,8.43E+17, Fri Mar 17 16:12:55 +0000 2017,1.49E+12, hi yes id like a cold brew with some baileys and also a xanax on the side,  xanax,545667984, kluhrees, i dont know her,0,0,738, None, None
930,8.43E+17, Fri Mar 17 16:27:02 +0000 2017,1.49E+12, boy i said shrooms. natural shit. xanax damn near crack  ill pass ,  xanax,2691491786, britt28_,   beautiful  violent  vulgar ,0,0,448, dfw, None
932,8.43E+17, Fri Mar 17 16:33:26 +0000 2017,1.49E+12, yeah  no shiz. waking up to this trending makes me want to run for a xanax. wtf are these losers thinking  ,  xanax,8.07E+17, BeSeriousUSA, theresistance indivisible,0,0,10942, California: USA, None
933,8.43E+17, Fri Mar 17 16:34:17 +0000 2017,1.49E+12, like if i can learn to cope with every day life and not freak out  not need xanax  not cry  not have panic attacks  anyone can i promise,  xanax,411723479, urboyfriends, im psychic  emotionally unstable  black arts enthusiast  cemetery wanderer  instagram torriebarnett hail satan argentina  miami,0,0,1030, Buenos Aires: Argentina , None
934,8.43E+17, Fri Mar 17 16:36:23 +0000 2017,1.49E+12, my mom has me watching killer kids like  you wonder why we all need xanax.,  xanax,62086936, JabariTrosper, music  future humanitarian|| photography ||gemini||   || success in progress just tryna help the world ,0,0,409, Virginia Beach, None
937,8.43E+17, Fri Mar 17 16:40:20 +0000 2017,1.49E+12, @pharaohrezk xanax is not for the youth,  xanax,396722783, ashyassdick, develop some empathy,0,0,92, New York: NY, None
939,8.43E+17, Fri Mar 17 16:52:47 +0000 2017,1.49E+12, @myfavfol omg yall owe me 2.67 for the copay on my xanax from yesterday ,  xanax,3277853370, jenit42, business owner  mom and wife. ret.   red sand ambassador. active in rescuing and providing a home for abused animals and in stopping human trafficking ,0,0,1724, Alabama: USA, None
940,8.43E+17, Fri Mar 17 16:54:06 +0000 2017,1.49E+12, i gotta be off xanax  lean  three blunts and a line to do this ,  xanax,2930053749, NoHoesDre, your mcm on a tshirt,0,0,1824, Exit 209 , None
944,8.43E+17, Fri Mar 17 17:15:23 +0000 2017,1.49E+12, adderall for the morning and xanax for the evening .,  xanax,2862611326, filthyyyyyyy, none,0,0,241, mars, None
947,8.43E+17, Fri Mar 17 17:27:10 +0000 2017,1.49E+12, psa if you fuck with xanax  dont fucking talk to me or associate with me. idc who you are just stay tf away from me.,  xanax,1279387213, anglemyer_sami, below average   @yeahimdevon    rip afq ,0,0,573, Sc: anglemyer.sami, None
951,8.43E+17, Fri Mar 17 17:44:33 +0000 2017,1.49E+12, this is the guy who threatened to kill my mom if i didnt give him all my xanax asap while i was taking a piss at 2 ,  xanax,2784952609, mizzyri, kirei kotomine  a white male  rises to the power of priest through white privilege and his eurocentric features,0,0,411, ri/18/ä»ó, None
958,8.43E+17, Fri Mar 17 17:59:41 +0000 2017,1.49E+12, dawg i still got my xanax from like 3 weeks ago,  xanax,172657411, JDaQue2, rhodes college 17 activist. educator. que. poet. radio host. photographer. parody account. 2killer 15. carefreeblackboy,0,0,3130, Memphis: TN, None
961,8.43E+17, Fri Mar 17 18:00:47 +0000 2017,1.49E+12, the steroid they put in my arm makes me feel like im off the xanax.. best feeling,  xanax,340603855, gabbthegreat_, they tried to burry us  but they didnt know we were seeds godsprincess,0,0,949, DE-NY, None
963,8.43E+17, Fri Mar 17 18:07:30 +0000 2017,1.49E+12, @kellyrippin @fitforceusa try xanax. no bloating.,  xanax,3219761382, frosty8556, native of nashville  tn. hate the name trump  big fan of stephen king  pittsburgh steelers   john grisham. like dogs. changing tn. politics  voters up ,0,0,4666, Nashville: TN, None
964,8.43E+17, Fri Mar 17 18:09:43 +0000 2017,1.49E+12, i remember when take a chill pill was just a saying but now everyones addicted to xanax,  xanax,461488654, matthewhudson21, sound tribe sector 9 sts9 ,0,0,360, None, None
980,8.43E+17, Fri Mar 17 19:04:29 +0000 2017,1.49E+12, have a xanax psycho    encourageafilm,  xanax,1305257107, BillyOfDaHills, im not afraid of you.,0,0,1818, WV 90210, None
984,8.43E+17, Fri Mar 17 19:18:09 +0000 2017,1.49E+12, well the xanax thing didnt... um work  just made me sleep for 3 day ,  xanax,16537531, coopdoggz, i love dave matthews band  nascar  team24  88  ford mustangs  red wings  lions  tigers traveling...,0,0,435, Detroit: MI Motor City USA , None
988,8.43E+17, Fri Mar 17 19:38:32 +0000 2017,1.49E+12, think im going to load up on carbs and cholesterol  take a xanax  and lock myself in my office,  xanax,96173296, VirgilGlass, you win some... and you.... fuck that..... you win some,0,0,152, Utah: USA, None
989,8.43E+17, Fri Mar 17 19:46:25 +0000 2017,1.49E+12, when you need xanax for actual anxiety ,  xanax,7.83E+17, neeuQcMnadroJ, none,0,0,122, None, None
994,8.43E+17, Fri Mar 17 19:59:05 +0000 2017,1.49E+12, my first time doing a xanax was a dog xanax ,  xanax,91803644, kaelin_seitz, none,0,0,448, Falls Church: VA, None
1004,8.43E+17, Fri Mar 17 20:48:13 +0000 2017,1.49E+12, dont touch xanax it will literally ruin your life smh,  xanax,3367211592, xxxkmsxxxx, | equilibrium |,0,0,450, None, None
1011,8.43E+17, Fri Mar 17 21:08:52 +0000 2017,1.49E+12, i dont know how dinner is going to be tonight. shes in xanax  percocets.,  xanax,357794543, jonathanentler,   ,0,0,159, east coast, None
1012,8.43E+17, Fri Mar 17 21:09:18 +0000 2017,1.49E+12, i dont know how dinner is going to be tonight. shes on xanax  percocets.,  xanax,357794543, jonathanentler,   ,0,0,159, east coast, None
1026,8.43E+17, Fri Mar 17 21:49:26 +0000 2017,1.49E+12, podcasts are the new xanax.  interesting article. check out our podcasts at ,  xanax,4671751333, berkreviews, none,0,0,766, None, None
1032,8.43E+17, Fri Mar 17 22:37:34 +0000 2017,1.49E+12, designer shoes and xanax tabs,  xanax,1513940910, deadsoulxblegh, 6teen  i wish i was a rich white girl but instead im a lil mexican chick tryna stay in america,0,0,740, OKC|DTX, None
1033,8.43E+17, Fri Mar 17 22:38:45 +0000 2017,1.49E+12, @seanspicer take some xanax or quit your job. no need to be a lying asshole.,  xanax,70269660, smsvfx, director of tv and radio production,0,0,370, West Palm Beach: FL, None
1036,8.43E+17, Fri Mar 17 22:56:42 +0000 2017,1.49E+12, i honestly suffer from memory problems due to xanax. their fun but their not good overall in the long run ,  xanax,196884868, sierrasoto, lifes a big joke  i intend to get a couple laughs out of it. im trying to be better than god. gemini im a sinner  a saint. lucifer please come save me,0,0,189, None, None
1037,8.43E+17, Fri Mar 17 22:56:53 +0000 2017,1.49E+12, oh wow i do have xanax,  xanax,15757699, dances, social media theorist philospher greatest trapper of his generation snapchat dancesbaby,0,0,1689, la/philly/nyc/antartica , None
1049,8.43E+17, Fri Mar 17 23:26:53 +0000 2017,1.49E+12, damn bitches out here sucking dick for xanax,  xanax,792544405, Unorthodox_Guy, weirdo but im real though. i make music. lemonheadgangiwokeupfresherthanyou,0,0,469, None, None
1050,8.43E+17, Fri Mar 17 23:27:03 +0000 2017,1.49E+12, @kelsjoyce you after taking a xanax and then shots ,  xanax,4508723237, MadisonL1246, utica  snapmaddylover1122,0,0,284, Utica: MI, None
1065,8.43E+17, Sat Mar 18 00:16:26 +0000 2017,1.49E+12, you take xanaxs ,  xanax,355173035, LightskinTurbo, none,0,0,738, None, None
1076,8.43E+17, Sat Mar 18 00:43:09 +0000 2017,1.49E+12, yall niggas prolly going to get rabies at a xanax dad hat warehouse pop up,  xanax,15757699, dances, social media theorist philospher greatest trapper of his generation snapchat dancesbaby,0,0,1689, la/philly/nyc/antartica , None
1078,8.43E+17, Sat Mar 18 00:49:57 +0000 2017,1.49E+12, pop a perc fuck a xanax.,  xanax,2917057856, yungboitrunks, inquires contact  thekidbeforetrunksmgmnt@gmail.com ,0,0,97, TheKidBeforeTrunks, None
1087,8.43E+17, Sat Mar 18 01:19:27 +0000 2017,1.49E+12, this wife at the bar rn is giving me the looks. take a xanax  calm down.,  xanax,277481068, taylorgangg2094, real recognize real | taylorgangordie | ,0,0,415, None, None
1090,8.43E+17, Sat Mar 18 01:25:48 +0000 2017,1.49E+12, ever listen to your family and wonder how the hell youre related to them not enough xanax in the freaking world.,  xanax,22487793, LadyT_TNT, just your average neighborhood witch sheher  i screw up a lot but i try to learn from it.,0,0,358, South Salem: NY, None
1092,8.43E+17, Sat Mar 18 01:35:03 +0000 2017,1.49E+12, @viciouscirce thank you xoxo. so precious. im just gonna cry until the xanax takes over.,  xanax,22487793, LadyT_TNT, just your average neighborhood witch sheher  i screw up a lot but i try to learn from it.,0,0,358, South Salem: NY, None
1093,8.43E+17, Sat Mar 18 01:41:56 +0000 2017,1.49E+12, so none of my friends who are 4th year med students are going into psychiatry there goes my plan for xanax. congratsiguess match2017,  xanax,1244559626, rohitak, writer. feminist. avid reader. indianamerican liz lemon,0,0,220, Los Angeles: CA, None
1095,8.43E+17, Sat Mar 18 01:46:20 +0000 2017,1.49E+12, lean and xanax give me hope   not lazy,  xanax,455792180, CHRISxJETSFOO, none,0,0,1012, None, None
1097,8.43E+17, Sat Mar 18 01:52:04 +0000 2017,1.49E+12, im pumped and i hope i dont need xanax in the second half the los loves us  ncaatournament bbn marchmadness,  xanax,19165723, teresadf, pretty effing awesome hilarious  random  nerdy  sweary and did i mention awesome i like pie can you diggit,0,0,1461, Iphone: 38.0493:84.5000, None
1100,8.43E+17, Sat Mar 18 02:08:43 +0000 2017,1.49E+12, spell xanax backwards,  xanax,560865887, MariosAGee, respect women 2017,0,0,231, None, None
1108,8.43E+17, Sat Mar 18 02:27:12 +0000 2017,1.49E+12, i just chased a xanax with a crown royal shot vegas,  xanax,14676063, meme_ontherocks, kanye attitude with drake feelings.......heelysquad,0,0,215, Boise: ID, None
1116,8.43E+17, Sat Mar 18 02:46:59 +0000 2017,1.49E+12, want some xanax  sure whats the worse that could happen. ,  xanax,631822187, 2_phresh, real and relatable,0,0,70, Tampa: FL, None
1117,8.43E+17, Sat Mar 18 02:55:42 +0000 2017,1.49E+12, hes still doing the same things  he just hasnt got caught again lol bitter  because you take more xanax than i used to.,  xanax,7.53E+17, ExtendoBrendo, we out here  together| umkc| char bar| foodie  gecko dad  aspiring cicerone,0,0,299, KCMO, None
1123,8.43E+17, Sat Mar 18 03:13:36 +0000 2017,1.49E+12, id like 2 shout out xanax  u the man...,  xanax,2619063766, CatDuffner, kanye my cat loves u shes ur biggest fan please,0,0,286, haha philadelphia , None
1133,8.43E+17, Sat Mar 18 03:50:33 +0000 2017,1.49E+12, if your girl has taken xanax for fun shell cheat on you,  xanax,2873364197, frickIIILLLYYY, art dad for @loveyoufxckus  my tweets dont define me  not actually an alcohol,0,0,476, Murfreesboro: TN, None
1136,8.43E+17, Sat Mar 18 04:04:56 +0000 2017,1.49E+12, i am having the worst panic attack ive had in months and i would really love a xanax right now or  like  to be stabbed in the chest and die,  xanax,7943272, neichelle, hydrate  moisturize,0,0,389, brooklyn, None
1137,8.43E+17, Sat Mar 18 04:06:22 +0000 2017,1.49E+12, i dont pop xanax because pills are for pussies,  xanax,1529926892, gvxvy, none,0,0,212, None, None
1146,8.43E+17, Sat Mar 18 04:53:08 +0000 2017,1.49E+12, why the fuck everyone is on xanax  its awful.,  xanax,2868261689, BucketFrenden, born in california but feel like colorado adopted it. snapchat brendenwedertz,0,0,329, Durango: CO, None
1151,8.43E+17, Sat Mar 18 05:33:22 +0000 2017,1.49E+12, if you brag about popping xanax do not fucking talk to me,  xanax,230110898, nikyamurphy, prettier  younger but not any better off,0,0,732, hello wisconsin, None
1153,8.43E+17, Sat Mar 18 05:47:21 +0000 2017,1.49E+12, i love xanax ,  xanax,3251703441, hallowpeno, nope.,0,0,307, yes, None
1164,8.43E+17, Sat Mar 18 06:53:15 +0000 2017,1.49E+12, the only reason i got some sleep was cause the doctor gave me xanax for my anxiety and it knocked me out ,  xanax,7.72E+17, cheyhoppus, prepare to be disappointed,0,0,170, None, None
